Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
10	4,8E+2	10	7,4E+7	10	0,0	10	0,1	10	0,2	10	1,0	10	2,2	10	2,4E+2	10	2,7E+2	10	25,1	10	0,8	10	0,1	10	2,0	10	8,0	10	0,0	10	0,0	10	0,0	10	2,3	10	0,1	10	24,6	10	0,1	10	0,0	10	0,0	10	0,0	10	0,1	10	0,0	10	0,0	10	0,0	10	Inf	10	2,4	
11	4,7E+2	11	7,5E+7	11	0,0	11	0,1	11	0,2	11	1,0	11	1,8	11	2,4E+2	11	2,7E+2	11	26,7	11	0,5	11	0,1	11	2,2	11	8,5	11	0,0	11	0,0	11	0,0	11	2,3	11	0,1	11	23,4	11	0,1	11	0,0	11	0,0	11	0,0	11	0,1	11	0,0	11	0,0	11	0,0	11	NaN	11	2,3	
12	4,9E+2	12	7,3E+7	12	0,0	12	0,1	12	0,2	12	1,0	12	2,2	12	2,4E+2	12	2,7E+2	12	28,1	12	0,8	12	0,1	12	2,3	12	8,6	12	0,0	12	0,0	12	0,0	12	2,3	12	0,0	12	24,4	12	0,1	12	0,0	12	0,1	12	0,0	12	0,2	12	0,0	12	0,0	12	0,0	12	NaN	12	2,3	
13	4,7E+2	13	7,4E+7	13	0,0	13	0,1	13	0,2	13	0,9	13	2,2	13	2,2E+2	13	2,6E+2	13	26,3	13	0,5	13	0,1	13	2,4	13	8,8	13	0,0	13	0,0	13	0,0	13	2,2	13	0,0	13	22,4	13	0,1	13	0,0	13	0,1	13	0,0	13	0,1	13	0,0	13	0,0	13	0,0	13	NaN	13	2,3	
14	5,0E+2	14	7,1E+7	14	0,0	14	0,1	14	0,2	14	1,0	14	2,3	14	2,2E+2	14	2,7E+2	14	28,2	14	0,7	14	0,2	14	2,4	14	10,1	14	0,0	14	0,0	14	0,0	14	2,2	14	0,0	14	23,7	14	0,2	14	0,0	14	0,1	14	0,0	14	0,1	14	0,0	14	0,0	14	0,0	14	NaN	14	2,0	
15	4,8E+2	15	7,3E+7	15	0,0	15	0,1	15	0,2	15	1,0	15	1,9	15	2,1E+2	15	2,5E+2	15	26,1	15	0,7	15	0,1	15	1,7	15	10,2	15	0,0	15	0,0	15	0,0	15	1,9	15	0,1	15	21,9	15	0,2	15	0,0	15	0,0	15	0,0	15	0,1	15	0,0	15	0,0	15	0,0	15	NaN	15	1,4	
16	4,6E+2	16	7,4E+7	16	0,0	16	0,1	16	0,2	16	0,9	16	2,5	16	2,0E+2	16	2,5E+2	16	26,4	16	0,7	16	0,2	16	1,4	16	10,2	16	0,0	16	0,0	16	0,0	16	1,7	16	0,0	16	20,2	16	0,2	16	0,0	16	0,1	16	0,0	16	0,2	16	0,0	16	0,0	16	0,0	16	NaN	16	2,0	
17	4,3E+2	17	7,4E+7	17	0,0	17	0,1	17	0,2	17	0,9	17	1,8	17	2,0E+2	17	2,4E+2	17	26,5	17	0,6	17	0,1	17	1,9	17	11,3	17	0,0	17	0,0	17	0,0	17	1,8	17	0,1	17	21,1	17	0,1	17	0,0	17	0,1	17	0,0	17	0,1	17	0,0	17	0,0	17	0,0	17	NaN	17	1,7	
18	4,2E+2	18	7,2E+7	18	0,0	18	0,1	18	0,2	18	1,0	18	1,6	18	2,0E+2	18	2,4E+2	18	26,9	18	0,7	18	0,1	18	1,8	18	10,3	18	0,0	18	0,0	18	0,0	18	1,6	18	0,1	18	21,8	18	0,2	18	0,0	18	0,1	18	0,0	18	0,1	18	0,0	18	0,0	18	0,0	18	Inf	18	2,1	
19	4,1E+2	19	7,4E+7	19	0,0	19	0,1	19	0,2	19	0,9	19	1,6	19	1,9E+2	19	2,3E+2	19	26,7	19	0,6	19	0,2	19	1,8	19	11,0	19	0,0	19	0,0	19	0,0	19	1,8	19	0,0	19	21,0	19	0,1	19	0,0	19	0,0	19	0,0	19	0,1	19	0,0	19	0,0	19	0,0	19	NaN	19	2,4	
20	4,0E+2	20	7,3E+7	20	0,0	20	0,1	20	0,2	20	0,9	20	2,0	20	1,9E+2	20	2,3E+2	20	25,6	20	0,6	20	0,1	20	1,7	20	10,3	20	0,0	20	0,0	20	0,0	20	1,6	20	0,0	20	19,6	20	0,2	20	0,0	20	0,1	20	0,0	20	0,1	20	0,0	20	0,0	20	0,0	20	NaN	20	1,9	
21	3,8E+2	21	7,5E+7	21	0,0	21	0,1	21	0,2	21	0,9	21	2,0	21	1,8E+2	21	2,2E+2	21	24,2	21	0,6	21	0,1	21	1,5	21	10,8	21	0,0	21	0,0	21	0,0	21	1,6	21	0,1	21	18,2	21	0,1	21	0,1	21	0,1	21	0,0	21	0,1	21	0,0	21	0,0	21	0,0	21	Inf	21	1,8	
22	3,7E+2	22	7,5E+7	22	0,0	22	0,1	22	0,2	22	0,9	22	1,9	22	1,8E+2	22	2,2E+2	22	24,9	22	0,7	22	0,1	22	1,5	22	10,5	22	0,0	22	0,0	22	0,0	22	1,7	22	0,1	22	18,5	22	0,1	22	0,0	22	0,1	22	0,0	22	0,1	22	0,0	22	0,0	22	0,0	22	NaN	22	1,6	
23	3,7E+2	23	7,5E+7	23	0,0	23	0,1	23	0,2	23	0,9	23	1,3	23	1,8E+2	23	2,1E+2	23	25,6	23	0,6	23	0,2	23	1,5	23	10,6	23	0,0	23	0,0	23	0,0	23	1,6	23	0,1	23	19,1	23	0,2	23	0,0	23	0,1	23	0,0	23	0,1	23	0,0	23	0,0	23	0,0	23	NaN	23	1,9	
24	3,6E+2	24	7,6E+7	24	0,0	24	0,1	24	0,2	24	0,9	24	1,9	24	1,7E+2	24	2,0E+2	24	25,1	24	0,6	24	0,2	24	1,3	24	10,9	24	0,0	24	0,0	24	0,0	24	1,4	24	0,1	24	17,6	24	0,2	24	0,1	24	0,1	24	0,0	24	0,1	24	0,0	24	0,0	24	0,0	24	NaN	24	1,6	
25	3,7E+2	25	7,4E+7	25	0,0	25	0,1	25	0,2	25	0,9	25	1,5	25	1,7E+2	25	2,0E+2	25	24,7	25	0,4	25	0,1	25	1,7	25	10,7	25	0,0	25	0,0	25	0,0	25	1,6	25	0,1	25	18,0	25	0,1	25	0,0	25	0,1	25	0,0	25	0,1	25	0,0	25	0,0	25	0,0	25	NaN	25	1,9	
26	3,5E+2	26	7,5E+7	26	0,0	26	0,1	26	0,2	26	0,9	26	1,8	26	1,6E+2	26	2,0E+2	26	25,7	26	0,5	26	0,2	26	1,5	26	10,7	26	0,0	26	0,0	26	0,0	26	1,5	26	0,0	26	18,1	26	0,2	26	0,0	26	0,1	26	0,0	26	0,1	26	0,0	26	0,0	26	0,0	26	NaN	26	1,4	
27	3,5E+2	27	7,5E+7	27	0,0	27	0,1	27	0,2	27	0,9	27	1,7	27	1,7E+2	27	2,0E+2	27	25,8	27	0,6	27	0,1	27	1,8	27	10,9	27	0,0	27	0,0	27	0,0	27	1,4	27	0,1	27	17,0	27	0,1	27	0,0	27	0,1	27	0,0	27	0,1	27	0,0	27	0,0	27	0,0	27	NaN	27	1,6	
28	3,5E+2	28	7,4E+7	28	0,0	28	0,0	28	0,2	28	0,9	28	2,0	28	1,6E+2	28	1,9E+2	28	24,6	28	0,7	28	0,1	28	1,5	28	11,5	28	0,0	28	0,0	28	0,0	28	1,4	28	0,1	28	17,9	28	0,1	28	0,0	28	0,1	28	0,0	28	0,1	28	0,0	28	0,0	28	0,0	28	Inf	28	1,5	
29	3,7E+2	29	7,3E+7	29	0,0	29	0,1	29	0,2	29	0,9	29	2,0	29	1,6E+2	29	2,0E+2	29	31,0	29	0,6	29	0,2	29	1,4	29	12,3	29	0,0	29	0,0	29	0,0	29	1,2	29	0,1	29	2,4	29	0,2	29	0,0	29	0,1	29	0,0	29	0,1	29	0,0	29	0,0	29	0,0	29	NaN	29	7,9	
30	3,6E+2	30	7,7E+7	30	0,0	30	0,1	30	0,2	30	1,2	30	3,0	30	17,5	30	1,1E+2	30	2,0	30	0,4	30	0,1	30	0,4	30	12,3	30	0,0	30	0,0	30	0,0	30	0,8	30	0,1	30	10,8	30	0,2	30	0,0	30	0,1	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	NaN	30	2,2	
31	3,4E+2	31	7,6E+7	31	0,0	31	0,1	31	0,2	31	1,0	31	2,0	31	12,1	31	1,1E+2	31	1,5	31	0,3	31	0,2	31	0,3	31	9,4	31	0,0	31	0,0	31	0,0	31	0,5	31	0,0	31	9,4	31	0,2	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	NaN	31	1,6	
32	3,4E+2	32	7,6E+7	32	0,0	32	0,1	32	0,2	32	1,0	32	2,1	32	11,9	32	1,1E+2	32	1,2	32	0,3	32	0,1	32	0,4	32	8,3	32	0,0	32	0,0	32	0,0	32	0,8	32	0,1	32	8,9	32	0,1	32	0,1	32	0,1	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	NaN	32	1,5	
33	3,5E+2	33	7,4E+7	33	0,0	33	0,1	33	0,2	33	1,0	33	1,6	33	11,2	33	1,1E+2	33	1,0	33	0,4	33	0,1	33	0,4	33	7,9	33	0,0	33	0,0	33	0,0	33	0,8	33	0,0	33	9,3	33	0,1	33	0,0	33	0,1	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	NaN	33	2,2	
34	3,4E+2	34	7,6E+7	34	0,0	34	0,1	34	0,2	34	0,9	34	1,9	34	10,6	34	1,0E+2	34	1,0	34	0,3	34	0,1	34	0,4	34	7,4	34	0,0	34	0,0	34	0,0	34	0,7	34	0,0	34	8,4	34	0,1	34	0,0	34	0,1	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	NaN	34	1,9	
35	3,3E+2	35	7,7E+7	35	0,0	35	0,1	35	0,2	35	0,9	35	1,7	35	10,1	35	98,3	35	1,0	35	0,2	35	0,1	35	0,3	35	8,0	35	0,0	35	0,0	35	0,0	35	0,5	35	0,0	35	8,8	35	0,2	35	0,0	35	0,1	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	NaN	35	1,7	
36	3,4E+2	36	7,5E+7	36	0,0	36	0,1	36	0,2	36	0,9	36	1,6	36	10,6	36	97,2	36	1,2	36	0,2	36	0,2	36	0,3	36	8,3	36	0,0	36	0,0	36	0,0	36	0,7	36	0,0	36	8,1	36	0,1	36	0,0	36	0,1	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	NaN	36	1,4	
37	3,2E+2	37	7,8E+7	37	0,0	37	0,1	37	0,2	37	0,9	37	2,0	37	9,9	37	90,6	37	1,1	37	0,4	37	0,2	37	0,2	37	7,7	37	0,0	37	0,0	37	0,0	37	0,8	37	0,0	37	7,8	37	0,1	37	0,1	37	0,1	37	0,0	37	0,0	37	0,0	37	0,0	37	0,0	37	NaN	37	1,7	
38	3,2E+2	38	7,6E+7	38	0,0	38	0,1	38	0,2	38	0,9	38	2,1	38	9,8	38	87,6	38	1,5	38	0,3	38	0,1	38	0,3	38	8,3	38	0,0	38	0,0	38	0,0	38	0,7	38	0,1	38	7,6	38	0,2	38	0,0	38	0,1	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	NaN	38	1,7	
39	3,2E+2	39	7,7E+7	39	0,0	39	0,1	39	0,2	39	0,9	39	1,4	39	10,1	39	84,3	39	1,1	39	0,2	39	0,1	39	0,2	39	8,3	39	0,0	39	0,0	39	0,0	39	0,7	39	0,0	39	6,9	39	0,1	39	0,1	39	0,1	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	NaN	39	1,7	
40	3,3E+2	40	7,6E+7	40	0,0	40	0,1	40	0,2	40	0,9	40	2,0	40	9,7	40	84,6	40	1,0	40	0,3	40	0,1	40	0,4	40	8,3	40	0,0	40	0,0	40	0,0	40	0,8	40	0,0	40	7,6	40	0,1	40	0,0	40	0,2	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	1,5	
41	3,3E+2	41	7,6E+7	41	0,0	41	0,1	41	0,2	41	0,9	41	1,9	41	9,9	41	81,2	41	0,9	41	0,4	41	0,1	41	0,3	41	8,6	41	0,0	41	0,0	41	0,0	41	0,7	41	0,0	41	7,1	41	0,2	41	0,0	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	1,8	
42	3,3E+2	42	7,5E+7	42	0,0	42	0,1	42	0,2	42	0,9	42	1,7	42	10,1	42	80,0	42	0,9	42	0,2	42	0,1	42	0,3	42	8,3	42	0,0	42	0,0	42	0,0	42	0,6	42	0,0	42	6,9	42	0,1	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	1,6	
43	3,3E+2	43	7,8E+7	43	0,0	43	0,1	43	0,2	43	0,9	43	1,4	43	9,7	43	74,3	43	1,0	43	0,2	43	0,2	43	0,3	43	7,9	43	0,0	43	0,0	43	0,0	43	0,5	43	0,0	43	6,3	43	0,1	43	0,0	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	1,7	
44	3,4E+2	44	7,7E+7	44	0,0	44	0,1	44	0,2	44	0,9	44	1,5	44	9,7	44	75,7	44	0,9	44	0,2	44	0,1	44	0,3	44	8,5	44	0,0	44	0,0	44	0,0	44	0,7	44	0,0	44	6,1	44	0,2	44	0,0	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	1,6	
45	3,4E+2	45	7,6E+7	45	0,0	45	0,1	45	0,2	45	0,9	45	1,7	45	9,7	45	72,7	45	1,1	45	0,3	45	0,2	45	0,3	45	8,8	45	0,0	45	0,0	45	0,0	45	0,7	45	0,0	45	6,1	45	0,0	45	0,0	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	1,5	
46	3,4E+2	46	7,8E+7	46	0,0	46	0,1	46	0,2	46	0,9	46	1,4	46	9,6	46	70,5	46	1,1	46	0,2	46	0,1	46	0,3	46	8,7	46	0,0	46	0,0	46	0,0	46	0,8	46	0,1	46	5,9	46	0,1	46	0,0	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	1,5	
47	3,5E+2	47	7,7E+7	47	0,0	47	0,1	47	0,2	47	0,9	47	1,9	47	10,0	47	69,5	47	1,1	47	0,2	47	0,1	47	0,3	47	8,5	47	0,0	47	0,0	47	0,0	47	0,6	47	0,0	47	6,0	47	0,1	47	0,1	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	1,5	
48	3,6E+2	48	7,8E+7	48	0,0	48	0,1	48	0,2	48	0,9	48	1,4	48	9,9	48	69,0	48	1,1	48	0,2	48	0,1	48	0,2	48	8,4	48	0,0	48	0,0	48	0,0	48	0,6	48	0,1	48	5,7	48	0,1	48	0,0	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	NaN	48	1,5	
49	3,9E+2	49	7,6E+7	49	0,0	49	0,1	49	0,2	49	0,9	49	1,5	49	9,6	49	67,7	49	1,1	49	0,2	49	0,2	49	0,2	49	8,8	49	0,0	49	0,0	49	0,0	49	0,8	49	0,1	49	6,2	49	0,1	49	0,0	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	NaN	49	1,7	
50	3,9E+2	50	7,6E+7	50	0,0	50	0,1	50	0,2	50	0,9	50	1,7	50	9,6	50	66,6	50	0,9	50	0,2	50	0,1	50	0,3	50	8,3	50	0,0	50	0,0	50	0,0	50	0,5	50	0,1	50	6,0	50	0,2	50	0,0	50	0,1	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	1,7	
51	4,1E+2	51	7,5E+7	51	0,0	51	0,1	51	0,2	51	0,9	51	1,5	51	10,7	51	67,0	51	1,1	51	0,2	51	0,1	51	0,3	51	8,6	51	0,0	51	0,0	51	0,0	51	0,5	51	0,0	51	5,2	51	0,1	51	0,0	51	0,1	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	13,8	
52	4,0E+2	52	7,8E+7	52	0,0	52	0,1	52	0,2	52	1,4	52	5,8	52	18,6	52	1,0E+2	52	1,5	52	0,3	52	0,1	52	0,3	52	7,9	52	0,0	52	0,0	52	0,0	52	0,8	52	0,1	52	9,6	52	0,2	52	0,0	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	Inf	52	2,6	
53	4,0E+2	53	7,7E+7	53	0,0	53	0,1	53	0,2	53	1,0	53	1,9	53	13,5	53	85,7	53	1,4	53	0,2	53	0,1	53	0,3	53	7,8	53	0,0	53	0,0	53	0,0	53	0,6	53	0,0	53	7,7	53	0,1	53	0,0	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	NaN	53	1,9	
54	4,0E+2	54	7,8E+7	54	0,0	54	0,1	54	0,2	54	1,0	54	1,8	54	12,6	54	81,9	54	1,1	54	0,2	54	0,1	54	0,3	54	7,4	54	0,0	54	0,0	54	0,0	54	0,8	54	0,0	54	7,4	54	0,1	54	0,0	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,3	
55	4,1E+2	55	7,7E+7	55	0,0	55	0,1	55	0,2	55	0,9	55	1,7	55	12,6	55	79,3	55	1,3	55	0,1	55	0,2	55	0,3	55	7,8	55	0,0	55	0,0	55	0,0	55	0,7	55	0,1	55	7,0	55	0,1	55	0,1	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	1,7	
56	4,2E+2	56	7,5E+7	56	0,0	56	0,1	56	0,2	56	1,0	56	2,3	56	13,7	56	78,2	56	1,3	56	0,3	56	0,2	56	0,2	56	7,9	56	0,0	56	0,0	56	0,0	56	0,8	56	0,1	56	6,8	56	0,1	56	0,1	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	2,1	
57	4,1E+2	57	7,8E+7	57	0,0	57	0,1	57	0,2	57	0,9	57	1,8	57	12,9	57	72,9	57	1,3	57	0,2	57	0,2	57	0,3	57	7,5	57	0,0	57	0,0	57	0,0	57	0,5	57	0,1	57	6,0	57	0,1	57	0,1	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	NaN	57	1,6	
58	4,1E+2	58	7,7E+7	58	0,0	58	0,1	58	0,2	58	1,0	58	1,8	58	12,9	58	72,0	58	1,3	58	0,2	58	0,2	58	0,2	58	8,2	58	0,0	58	0,0	58	0,0	58	0,6	58	0,0	58	6,5	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	1,8	
59	4,1E+2	59	7,9E+7	59	0,0	59	0,1	59	0,2	59	0,9	59	1,4	59	12,2	59	68,2	59	1,0	59	0,1	59	0,1	59	0,2	59	8,1	59	0,0	59	0,0	59	0,0	59	0,5	59	0,0	59	6,4	59	0,1	59	0,1	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	1,8	
60	4,1E+2	60	7,7E+7	60	0,0	60	0,1	60	0,2	60	0,9	60	1,8	60	12,9	60	66,4	60	1,2	60	0,1	60	0,1	60	0,2	60	7,9	60	0,0	60	0,0	60	0,0	60	0,7	60	0,0	60	5,7	60	0,1	60	0,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	NaN	60	1,9	
61	4,1E+2	61	7,8E+7	61	0,0	61	0,1	61	0,2	61	0,9	61	1,8	61	12,3	61	65,6	61	1,0	61	0,2	61	0,1	61	0,2	61	7,6	61	0,0	61	0,0	61	0,0	61	0,6	61	0,1	61	5,6	61	0,1	61	0,0	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	NaN	61	1,9	
